se_model_id,se_model_name,adaptation_type,immediate_ancestor,ancestor_rel_type_raw,max_lineage_length,base_model,se_task_id,se_task,se_activity_id,se_activity
SOTAagi2030/ReasoningModel-Best,ReasoningModel-Best,Original,,,0,,code generation,code generation,software implementation,software implementation
SOTAagi2030/SafetyModel-Best,SafetyModel-Best,Original,,,0,,code generation,code generation,software implementation,software implementation
SOTAagi2030/SuperModel-BestCheckpoint,SuperModel-BestCheckpoint,Original,,,0,,code generation,code generation,software implementation,software implementation
SVECTOR-CORPORATION/Theta-35,Theta-35,Original,,,0,,code understanding,code understanding,software implementation,software implementation
SadokBarbouche/gophos-quantized,gophos-quantized,Original,,,0,,logging,logging,software maintenance,software maintenance
Saktsant/DeepSeek-R1-Distill-Qwen-1.5B.w4a16,DeepSeek-R1-Distill-Qwen-1.5B.w4a16,Original,,,0,,code generation,code generation,software implementation,software implementation
SalahD8/stroke-prediction-model,stroke-prediction-model,Original,,,0,,data analysis,data analysis,software implementation,software implementation
Salesforce/codegen-16B-nl,codegen-16B-nl,Original,,,0,,code generation; program synthesis,code generation; program synthesis,software implementation,software implementation
Salesforce/codegen-2B-nl,codegen-2B-nl,Original,,,0,,code generation; program synthesis,code generation; program synthesis,software implementation,software implementation
Salesforce/codegen-350M-nl,codegen-350M-nl,Original,,,0,,code generation; program synthesis,code generation; program synthesis,software implementation,software implementation
Salesforce/codegen-6B-nl,codegen-6B-nl,Original,,,0,,code generation; program synthesis,code generation; program synthesis,software implementation,software implementation
Salesforce/codegen2-16B_P,codegen2-16B_P,Original,,,0,,program synthesis,program synthesis,software implementation,software implementation
Salesforce/codegen2-1B_P,codegen2-1B_P,Original,,,0,,program synthesis,program synthesis,software implementation,software implementation
Salesforce/codegen2-3_7B_P,codegen2-3_7B_P,Original,,,0,,program synthesis,program synthesis,software implementation,software implementation
Salesforce/codet5-large,codet5-large,Original,,,0,,code understanding; code generation,code understanding; code generation,software implementation,software implementation
Salesforce/codet5-large-ntp-py,codet5-large-ntp-py,Original,,,0,,code understanding; code generation,code understanding; code generation,software implementation,software implementation
Salesforce/codet5-small,codet5-small,Original,,,0,,code understanding; code generation; code summarization; code translation; defect detection; code clone detection,code understanding; code generation; code summarization; code translation; defect detection; code clone detection,software implementation; software quality assurance; software maintenance,software implementation; software quality assurance; software maintenance
Salesforce/codet5p-110m-embedding,codet5p-110m-embedding,Original,,,0,,code understanding; code generation,code understanding; code generation,software implementation,software implementation
Salesforce/codet5p-220m-bimodal,codet5p-220m-bimodal,Original,,,0,,code understanding; code generation,code understanding; code generation,software implementation,software implementation
Salesforce/codet5p-220m-py,codet5p-220m-py,Original,,,0,,code understanding; code generation; code completion,code understanding; code generation; code completion,software implementation,software implementation
SaulLu/cotet5_small_fix,cotet5_small_fix,Original,,,0,,code understanding; code generation; code summarization; code translation; defect detection; code clone detection,code understanding; code generation; code summarization; code translation; defect detection; code clone detection,software implementation; software quality assurance; software maintenance,software implementation; software quality assurance; software maintenance
SelectorAI/s2-log-classifier-BERT-v1,s2-log-classifier-BERT-v1,Original,,,0,,logging,logging,software maintenance,software maintenance
SenseLLM/ReflectionCoder-CL-7B,ReflectionCoder-CL-7B,Original,,,0,,code generation,code generation,software implementation,software implementation
SenseLLM/StructureCoder-1.5B,StructureCoder-1.5B,Original,,,0,,code generation,code generation,software implementation,software implementation
Sheikh-F1/Sheikh-F1,Sheikh-F1,Original,,,0,,code understanding; coding; code generation,code understanding; coding; code generation,software implementation,software implementation
ShiroOnigami23/Ghost-Codex-Offline,Ghost-Codex-Offline,Original,,,0,,coding,coding,software implementation,software implementation
ShivamSrng/before_covid_distance_learning_best_features,before_covid_distance_learning_best_features,Original,,,0,,requirements engineering,requirements engineering,requirements engineering,requirements engineering
Shoriful025/codetransformer-python-s,codetransformer-python-s,Original,,,0,,code completion,code completion,software implementation,software implementation
SirWaffle/codegen-350M-multi-onnx,codegen-350M-multi-onnx,Original,,,0,,code completion,code completion,software implementation,software implementation
SkyworkAIGC/SkyCode,SkyCode,Original,,,0,,code generation,code generation,software implementation,software implementation
Snaseem2026/code-comment-classifier,code-comment-classifier,Original,,,0,,code review,code review,software maintenance,software maintenance
StevesInfinityDrive/DeepSeek-R1-Distill-Qwen-1.0B,DeepSeek-R1-Distill-Qwen-1.0B,Original,,,0,,code completion,code completion,software implementation,software implementation
Sudhanshu1304/table-extraction,table-extraction,Original,,,0,,data analysis,data analysis,software implementation,software implementation
SzilviaB/Qwen3-Almost-Human-X3-1839-6B-Q5_K_M-GGUF,Qwen3-Almost-Human-X3-1839-6B-Q5_K_M-GGUF,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
Tachi67/InterpreterFlowModule,InterpreterFlowModule,Original,,,0,,logging,logging,software maintenance,software maintenance
TajikGPT-Team/tj-coder,tj-coder,Original,,,0,,code generation,code generation,software implementation,software implementation
Tasfiya025/CodeBERTa-Python-DocGenk,CodeBERTa-Python-DocGenk,Original,,,0,,code search,code search,software implementation,software implementation
TechxGenus/Mini-Jamba,Mini-Jamba,Original,,,0,,code generation,code generation,software implementation,software implementation
TechxGenus/Mini-Jamba-v2,Mini-Jamba-v2,Original,,,0,,code generation,code generation,software implementation,software implementation
TechxGenus/starcoder2-15b-instruct,starcoder2-15b-instruct,Original,,,0,,coding,coding,software implementation,software implementation
Tele-AI/TeleChat-12B-v2,TeleChat-12B-v2,Original,,,0,,code generation,code generation,software implementation,software implementation
Tele-AI/TeleChat-1B,TeleChat-1B,Original,,,0,,code generation,code generation,software implementation,software implementation
Tele-AI/telechat-7B,telechat-7B,Original,,,0,,code generation,code generation,software implementation,software implementation
Tele-AI/telechat-7B-int8,telechat-7B-int8,Original,,,0,,code generation,code generation,software implementation,software implementation
Thang203/academia-mar11,academia-mar11,Original,,,0,,code generation,code generation,software implementation,software implementation
Thang203/china-only-mar11,china-only-mar11,Original,,,0,,sentiment analysis,sentiment analysis,software maintenance,software maintenance
Thang203/china-only-mar11Top10,china-only-mar11Top10,Original,,,0,,code generation,code generation,software implementation,software implementation
Thang203/close-hdscan-april3,close-hdscan-april3,Original,,,0,,code generation,code generation,software implementation,software implementation
Thang203/general-april-3,general-april-3,Original,,,0,,code generation,code generation,software implementation,software implementation
Thang203/general_nlp_research_paper,general_nlp_research_paper,Original,,,0,,code generation,code generation,software implementation,software implementation
Thang203/open-mar11,open-mar11,Original,,,0,,code generation,code generation,software implementation,software implementation
Thang203/topic_model_general_auto_april8,topic_model_general_auto_april8,Original,,,0,,verification; code generation; logging; sentiment analysis; test generation; cybersecurity; program repair; software testing,verification; code generation; logging; sentiment analysis; test generation; cybersecurity; program repair; software testing,software implementation; software quality assurance; software maintenance,software implementation; software quality assurance; software maintenance
Thang203/topic_model_general_normal_april8,topic_model_general_normal_april8,Original,,,0,,code generation; logging; sentiment analysis; test generation; program repair,code generation; logging; sentiment analysis; test generation; program repair,software implementation; software quality assurance; software maintenance,software implementation; software quality assurance; software maintenance
TheBloke/CodeUp-Alpha-13B-HF-GGUF,CodeUp-Alpha-13B-HF-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
TheBloke/Tulu-13B-SuperHOT-8K-GGML,Tulu-13B-SuperHOT-8K-GGML,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
TheBloke/baichuan-vicuna-7B-GGML,baichuan-vicuna-7B-GGML,Original,,,0,,coding,coding,software implementation,software implementation
TheBloke/bloomz-176B-GPTQ,bloomz-176B-GPTQ,Original,,,0,,program synthesis,program synthesis,software implementation,software implementation
TheBloke/orca_mini_v2_7B-GPTQ,orca_mini_v2_7B-GPTQ,Original,,,0,,code generation,code generation,software implementation,software implementation
TheBloke/tulu-30B-GGML,tulu-30B-GGML,Original,,,0,,coding; code generation,coding; code generation,software implementation,software implementation
TheBlokeAI/jackfram_llama-68m-GPTQ,jackfram_llama-68m-GPTQ,Original,,,0,,software testing,software testing,software quality assurance,software quality assurance
Thireus/Kimi-K2.5-THIREUS-IQ1_KT-SPECIAL_SPLIT,Kimi-K2.5-THIREUS-IQ1_KT-SPECIAL_SPLIT,Original,,,0,,code generation,code generation,software implementation,software implementation
TommyZQ/phi-1,phi-1,Original,,,0,,coding,coding,software implementation,software implementation
TosakaShu/test-qwen-advanced,test-qwen-advanced,Original,,,0,,code generation,code generation,software implementation,software implementation
Translsis/qwen3-4b-instruct-2507,qwen3-4b-instruct-2507,Original,,,0,,code generation,code generation,software implementation,software implementation
Translsis/qwen3-4b-instruct-2507-model,qwen3-4b-instruct-2507-model,Original,,,0,,code generation,code generation,software implementation,software implementation
Translsis/qwen3-4b-thinking-2507-model,qwen3-4b-thinking-2507-model,Original,,,0,,code generation,code generation,software implementation,software implementation
Trelis/Mistral-7B-v0.1-chat-SFT,Mistral-7B-v0.1-chat-SFT,Original,,,0,,code generation,code generation,software implementation,software implementation
Trilogix1/Qwen_Coder_F32,Qwen_Coder_F32,Original,,,0,,code generation,code generation,software implementation,software implementation
Trophimus/Qwen3.5-397B-A17B,Qwen3.5-397B-A17B,Original,,,0,,verification,verification,software quality assurance,software quality assurance
TroyDoesAI/Mermaid-Llama-3-7B-Pruned,Mermaid-Llama-3-7B-Pruned,Original,,,0,,code understanding; data analysis,code understanding; data analysis,software implementation,software implementation
TroyDoesAI/Mermaid-Llama-3-8B,Mermaid-Llama-3-8B,Original,,,0,,code understanding; data analysis,code understanding; data analysis,software implementation,software implementation
TroyDoesAI/Mermaid-Llama-6.7B-RAG,Mermaid-Llama-6.7B-RAG,Original,,,0,,code understanding,code understanding,software implementation,software implementation
TroyDoesAI/Mermaid-Llama-6.7B-RAG-Code-Instruct,Mermaid-Llama-6.7B-RAG-Code-Instruct,Original,,,0,,code understanding,code understanding,software implementation,software implementation
TroyDoesAI/MermaidMistral,MermaidMistral,Original,,,0,,code understanding,code understanding,software implementation,software implementation
Userb1az/CodeLlama-34b-Instruct-hf-GGUF,CodeLlama-34b-Instruct-hf-GGUF,Original,,,0,,code completion,code completion,software implementation,software implementation
Userb1az/Qwen3-32B-GGUF,Qwen3-32B-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
Userb1az/Qwen3-VL-235B-A22B-Thinking-GGUF,Qwen3-VL-235B-A22B-Thinking-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
Userb1az/Qwen3-VL-30B-A3B-Thinking-GGUF,Qwen3-VL-30B-A3B-Thinking-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
Userb1az/Qwen3-VL-32B-Thinking-GGUF,Qwen3-VL-32B-Thinking-GGUF,Original,,,0,,code generation,code generation,software implementation,software implementation
Uthaiah/CodeLlama-34b-Instruct-hf,CodeLlama-34b-Instruct-hf,Original,,,0,,code completion,code completion,software implementation,software implementation
VenoMoch/VenoAI,VenoAI,Original,,,0,,code generation,code generation,software implementation,software implementation
VermouthDry/Qwen3-VL-235B-A22B-Instruct,Qwen3-VL-235B-A22B-Instruct,Original,,,0,,code generation,code generation,software implementation,software implementation
